dataset,test_fold,n_conv_layers,n_filters,kernel_size,n_dense_layers,n_neurons,n_cv,total_training_time_sec,total_best_val_loss_cv,mean_best_val_loss_cv
detailed,1,2,2,4,2,50,10,20574.26580810547,2.6217605580608967,0.2621760558060896
cancer,2,8,8,4,1,10,10,9427.103845834732,13.44281675115202,1.344281675115202
systematic,4,2,4,8,1,50,10,11287.428107738497,2.963550106321693,0.2963550106321693
detailed,2,2,4,2,2,20,10,18035.1450612545,2.9521628440785914,0.2952162844078591
detailed,3,8,2,4,1,20,10,30622.7506108284,3.0992602373915963,0.3099260237391596
systematic,6,2,2,2,2,20,10,14997.499742746351,1.853480605994406,0.1853480605994406
detailed,3,4,4,4,1,50,10,25095.730083465576,4.048883068262942,0.4048883068262942
systematic,3,8,2,8,1,10,10,26441.223526716232,1.5295492225767426,0.1529549222576742
detailed,4,8,4,2,1,50,10,40156.77056097984,3.032058892226811,0.3032058892226811
detailed,6,2,8,8,1,20,10,15071.692431688309,4.098612226616475,0.4098612226616475
systematic,5,4,4,8,1,50,10,19624.48768210411,2.560560676662767,0.2560560676662767
detailed,2,4,4,4,2,20,10,22504.30593895912,3.1514853458053915,0.3151485345805391
systematic,1,2,2,2,2,10,10,12618.34008359909,1.953433514325268,0.1953433514325267
systematic,4,4,2,4,1,50,10,21153.91185426712,2.2117818407697034,0.2211781840769703
systematic,3,4,4,2,2,10,10,19926.12282037735,2.0168530966077878,0.2016853096607787
systematic,6,4,2,8,1,50,10,20240.21684575081,2.208964016944825,0.2208964016944825
systematic,4,4,4,8,2,20,10,19751.632945537567,2.717220190809444,0.2717220190809444
systematic,3,8,2,8,2,20,10,29317.437861204147,1.666791914133143,0.1666791914133143
detailed,3,2,2,4,1,10,10,19667.36451983452,3.0596239378608723,0.3059623937860872
systematic,4,2,4,8,1,20,10,11629.829276561735,2.9427862566129868,0.2942786256612987
detailed,4,2,2,2,1,20,10,19594.12557816505,3.020638936454688,0.3020638936454688
systematic,3,8,4,8,2,20,10,28816.369648456573,1.0960998744520023,0.1096099874452002
systematic,6,2,2,8,1,10,10,13566.049554347992,2.043606729337916,0.2043606729337916
cancer,2,4,2,4,2,50,10,4214.487317800522,14.628203858471512,1.4628203858471511
systematic,4,8,2,4,1,50,10,32239.687389850616,1.668771884668754,0.1668771884668754
systematic,2,8,8,2,2,20,10,49857.258088350296,1.8020990132276795,0.1802099013227679
cancer,1,2,8,4,2,20,10,4254.081872701645,15.61918466198842,1.561918466198842
systematic,1,2,8,4,1,50,10,14868.31334590912,2.723895957668369,0.2723895957668369
detailed,4,2,8,2,2,50,10,24910.310714006424,3.943509467288119,0.3943509467288119
systematic,4,2,2,8,2,20,10,15556.0642683506,2.453586056010324,0.2453586056010324
systematic,2,8,4,2,2,10,10,41025.29470729828,1.701168251222991,0.1701168251222991
cancer,1,2,4,8,1,50,10,2670.848379850388,16.990820438991097,1.6990820438991097
detailed,3,2,4,8,2,20,10,15400.474123716354,4.398109915050857,0.4398109915050857
detailed,1,2,8,4,2,10,10,17509.540506124496,3.168740758826998,0.3168740758826998
systematic,5,2,8,4,1,20,10,15610.351006031036,2.317263430654225,0.2317263430654224
systematic,2,8,4,2,2,20,10,46690.05165410042,1.5612219494340391,0.1561221949434039
detailed,3,2,8,8,1,20,10,15364.73537349701,4.252750360123971,0.4252750360123971
systematic,6,8,2,8,1,50,10,33214.11764574051,1.2588074264881337,0.1258807426488133
systematic,3,4,4,4,2,20,10,22507.34034061432,2.3702412886233057,0.2370241288623305
systematic,5,2,8,2,2,10,10,16641.21697640419,1.9601983546726345,0.1960198354672634
systematic,1,8,2,2,1,10,10,41356.23923563957,1.2930334672861972,0.1293033467286197
systematic,5,4,2,2,2,10,10,26742.72031569481,1.948691567828846,0.1948691567828846
detailed,2,2,4,2,1,10,10,16709.29683637619,2.6674069944720604,0.266740699447206
detailed,5,4,2,2,1,50,10,25594.9174888134,3.720866892940657,0.3720866892940656
systematic,4,2,4,2,2,10,10,18901.972615242004,1.7096580306088611,0.1709658030608861
cancer,1,2,8,4,1,10,10,3620.0977692604074,16.388867292880764,1.6388867292880764
detailed,1,4,4,4,2,50,10,22880.82729244232,3.84182777275248,0.384182777275248
systematic,5,2,4,2,2,20,10,17864.559802532196,1.9304753662766516,0.1930475366276651
systematic,5,4,4,4,1,50,10,18908.725378513336,2.558964434189612,0.2558964434189612
detailed,3,4,8,4,1,50,10,25736.058297395703,4.592163649265029,0.4592163649265028
cancer,2,4,8,8,1,50,10,6462.609609365463,13.763115823142504,1.3763115823142502
systematic,2,8,8,4,2,20,10,45209.62751078606,2.1016635300283872,0.2101663530028387
systematic,6,2,8,8,2,10,10,14056.170495986938,2.491821185930536,0.2491821185930535
systematic,6,2,8,4,1,10,10,13554.406539916992,2.151451814328414,0.2151451814328414
systematic,4,8,4,2,2,50,10,53084.80743670464,1.4857137262999711,0.1485713726299971
detailed,1,8,2,2,1,10,10,53061.14159202576,2.703135709265369,0.2703135709265369
detailed,1,4,8,4,1,10,10,37098.451607227325,3.565429928638711,0.3565429928638711
systematic,5,8,4,8,2,50,10,39449.43559670448,1.6091671252323427,0.1609167125232342
systematic,2,2,2,8,1,20,10,18386.340341567997,1.9775277936826925,0.1977527793682692
systematic,3,2,4,4,1,20,10,12917.816479206083,2.61123230864202,0.2611232308642019
detailed,4,2,4,2,2,10,10,20211.163058757786,3.549508317508543,0.3549508317508543
systematic,6,2,4,2,1,50,10,14279.143995523453,2.16095946001831,0.216095946001831
systematic,2,2,4,8,2,50,10,14025.012832403185,3.0506218774366336,0.3050621877436633
detailed,2,2,2,2,1,20,10,17690.85902237892,2.808037476724985,0.2808037476724985
systematic,3,2,2,8,1,50,10,12675.442215442656,2.769915624881529,0.2769915624881529
detailed,5,2,2,8,1,20,10,19932.63620662689,3.5615158671623006,0.35615158671623
detailed,4,2,4,4,2,10,10,16140.92446899414,3.8286197461286298,0.382861974612863
detailed,6,4,4,4,2,50,10,23881.348867177963,3.987968765498604,0.3987968765498604
cancer,2,4,8,8,2,20,10,6366.577343225479,13.936818571818309,1.3936818571818308
detailed,4,2,2,8,1,20,10,14005.12191438675,3.5557148084999883,0.3555714808499988
detailed,6,4,8,2,2,50,10,38071.61247253418,3.977548826707718,0.3977548826707718
systematic,4,4,8,8,1,20,10,25054.85179758072,2.4513384158776383,0.2451338415877638
systematic,6,4,4,4,1,20,10,19722.12208533287,2.291986045308623,0.2291986045308623
detailed,3,8,8,2,2,10,10,36077.00624084473,4.340795189698693,0.4340795189698693
systematic,6,8,4,8,1,50,10,29954.89744567871,1.60104187751841,0.160104187751841
systematic,6,8,2,2,1,20,10,49396.25767350197,1.2439542082520954,0.1243954208252095
detailed,5,2,2,8,2,50,10,22297.00063490868,3.401457394769174,0.3401457394769174
detailed,3,2,4,8,2,50,10,15705.241365671158,4.5656750785624025,0.4565675078562402
systematic,2,8,2,2,1,10,10,39339.46071815491,1.5490040251068429,0.1549004025106843
systematic,3,8,2,8,2,10,10,27172.37703871727,1.0419720319645736,0.1041972031964573
systematic,4,4,4,4,1,20,10,20984.297429084774,2.120317539894449,0.2120317539894449
systematic,4,4,4,2,2,50,10,21166.54775094986,2.1361352362881223,0.2136135236288122
systematic,2,2,8,8,2,20,10,13787.205828666689,2.9894478413484635,0.2989447841348464
systematic,6,2,2,8,1,50,10,14665.373181819916,2.3168757646594664,0.2316875764659466
systematic,6,8,8,2,2,20,10,42874.08497214317,1.5686035426715317,0.1568603542671531
detailed,2,2,8,8,2,50,10,15711.478079080582,4.580161734560303,0.4580161734560303
systematic,4,4,2,8,2,20,10,18249.70210170746,2.296838330944469,0.2296838330944469
cancer,2,8,4,4,2,20,10,7481.237535953522,12.51045090584678,1.251045090584678
systematic,4,8,4,8,1,20,10,28815.03311252594,1.46061771852467,0.146061771852467
systematic,5,2,8,2,2,20,10,21378.59876227379,2.007910557754009,0.2007910557754009
systematic,4,2,4,4,2,20,10,15921.521984815598,2.3505128036243623,0.2350512803624362
systematic,5,8,2,4,1,10,10,31179.076159477238,1.587113573217395,0.1587113573217395
systematic,6,4,4,8,2,50,10,23158.54997086525,2.6489487698890093,0.2648948769889009
systematic,1,8,4,2,1,50,10,36400.18658208847,1.765038593416635,0.1765038593416635
systematic,4,8,8,8,2,50,10,57526.00807690621,2.31043185292529,0.2310431852925289
systematic,5,2,4,4,1,50,10,14400.01716208458,2.568423826770691,0.2568423826770691
detailed,6,4,8,4,2,10,10,27413.88697075844,3.6677107345917785,0.3667710734591778
systematic,5,2,2,8,2,10,10,13446.677373170853,2.2120059454798837,0.2212005945479883
detailed,2,8,8,2,1,20,10,43397.5205950737,3.894126270848728,0.3894126270848727
systematic,3,2,8,2,1,10,10,20033.091302871704,1.5492539902030398,0.1549253990203039
systematic,3,2,2,2,2,20,10,18194.725003242493,2.151909822923261,0.215190982292326
detailed,3,4,4,2,2,10,10,29428.773142576218,3.248621742488073,0.3248621742488072
systematic,3,8,8,8,2,10,10,45442.14669394493,1.7844553648517834,0.1784455364851783
cancer,1,8,8,2,1,10,10,8691.15618777275,19.426069432855368,1.9426069432855368
detailed,1,8,2,2,1,20,10,38316.7669570446,3.2665155785298188,0.3266515578529819
cancer,1,4,4,4,1,50,10,4761.37188577652,17.093722395233666,1.7093722395233666
systematic,5,4,4,4,2,50,10,23944.1140666008,2.2912620537857946,0.2291262053785794
detailed,4,8,4,2,2,10,10,35850.751428842545,2.6575387711967515,0.2657538771196751
systematic,3,4,8,8,1,10,10,22197.49543619156,2.508402433967744,0.2508402433967744
cancer,2,2,4,4,1,20,10,3094.1600379943848,13.008059384046309,1.3008059384046309
detailed,1,2,2,2,2,50,10,22898.586389303207,3.0134715220086794,0.3013471522008679
cancer,1,8,2,4,1,50,10,7609.022235631943,15.819911110409844,1.5819911110409843
systematic,3,8,4,2,1,10,10,31766.53030848503,1.8918826962074409,0.1891882696207441
systematic,6,4,8,8,1,20,10,22218.901127576828,2.413865638346263,0.2413865638346262
detailed,6,8,2,2,1,50,10,39459.43025326729,2.960178637271098,0.2960178637271098
systematic,6,2,4,2,2,20,10,15542.618240594864,2.1678193360780997,0.2167819336078099
detailed,6,2,8,2,2,20,10,22077.95031118393,3.606427646514229,0.3606427646514228
detailed,5,2,8,8,1,20,10,14121.88434433937,4.249927573524071,0.4249927573524071
systematic,5,4,2,4,2,10,10,18349.91853737831,2.0308493807618992,0.2030849380761899
systematic,1,4,4,2,1,50,10,13554.722229242325,2.536662373074444,0.2536662373074444
systematic,4,8,4,8,1,10,10,29849.056193351746,1.1950621028950632,0.1195062102895063
cancer,1,8,4,4,2,20,10,7084.584939002991,16.37732737557866,1.637732737557866
detailed,5,2,8,2,2,50,10,24303.96144413948,3.928649229417733,0.3928649229417732
systematic,4,2,8,8,2,50,10,13728.237497806547,3.178501487680078,0.3178501487680077
systematic,3,2,4,2,2,50,10,17886.51560163498,2.5842529869516517,0.2584252986951651
systematic,3,8,2,4,1,10,10,37835.84303998947,1.3499581502680664,0.1349958150268066
systematic,6,2,4,4,1,20,10,13406.522162914276,2.442890697372418,0.2442890697372418
cancer,1,2,2,8,2,10,10,2711.392142534256,16.947839580701114,1.6947839580701114
detailed,5,8,2,2,1,10,10,46453.80662584305,3.2802013216050008,0.3280201321605001
cancer,2,4,4,2,1,20,10,5573.101494312286,12.352101281006023,1.2352101281006025
systematic,3,2,2,2,1,10,10,14881.66106557846,2.206666817761977,0.2206666817761977
systematic,2,2,2,2,2,20,10,15355.396910905838,2.1581660611520683,0.2158166061152068
cancer,1,2,8,2,2,10,10,4328.873543262482,17.545677022998394,1.7545677022998394
detailed,6,2,2,4,2,50,10,22859.438861131668,3.6066084846893256,0.3606608484689325
systematic,5,2,2,4,2,20,10,13005.668762207031,2.294549851207353,0.2294549851207353
systematic,2,8,4,2,1,10,10,38887.38066291809,1.730570140733022,0.1730570140733022
systematic,2,8,8,2,1,20,10,61964.152624607086,2.211888256480831,0.2211888256480831
detailed,4,2,2,8,2,20,10,12632.760736465454,3.5928882988736204,0.359288829887362
cancer,1,2,4,8,1,10,10,3148.4290194511414,15.631461298908002,1.5631461298908005
systematic,1,2,2,8,1,10,10,14056.746660470964,2.0066737377876787,0.2006673737787678
systematic,5,8,4,4,2,50,10,34319.22779870033,1.9609381663812624,0.1960938166381262
detailed,4,8,2,2,1,50,10,28399.74063944817,2.868304664566784,0.2868304664566783
detailed,2,2,2,8,1,50,10,19778.913004398342,3.3592641407664843,0.3359264140766484
detailed,4,4,8,4,1,10,10,26810.91166615486,3.7450086097220616,0.3745008609722061
systematic,1,2,2,2,1,10,10,9393.40242433548,2.2860609643820182,0.2286060964382018
cancer,2,8,8,4,1,50,10,11752.470627307892,13.319543131565936,1.3319543131565934
cancer,1,4,4,4,2,20,10,3757.8356885910034,17.617533185109888,1.7617533185109888
cancer,2,2,8,8,2,50,10,4491.256265878677,12.843690734615896,1.2843690734615896
detailed,3,8,8,2,1,50,10,71235.11246347427,3.600606079006694,0.3600606079006694
systematic,4,4,8,8,2,50,10,25287.910373210907,2.996066072634016,0.2996066072634016
systematic,1,4,2,8,2,50,10,11648.166914701462,2.003387964776438,0.2003387964776438
systematic,3,8,4,8,1,50,10,30764.07617497444,1.7568297598288862,0.1756829759828886
detailed,2,4,8,2,1,20,10,32351.55917406082,3.369852827784446,0.3369852827784446
detailed,4,2,2,2,2,50,10,11031.58746767044,3.5044512429238406,0.350445124292384
detailed,1,2,4,2,1,10,10,19795.007882595062,2.847496024190398,0.2847496024190398
systematic,6,4,2,2,2,50,10,27196.5754506588,2.1944802709923685,0.2194480270992368
systematic,4,8,4,4,2,10,10,32225.29101371765,1.66562800462907,0.166562800462907
detailed,5,8,4,2,1,50,10,52503.865139484406,2.8180001068053446,0.2818000106805344
systematic,2,8,8,2,1,50,10,49745.00634050369,2.038155189934584,0.2038155189934584
cancer,2,8,2,2,1,20,10,6021.938359975815,14.034833887866196,1.4034833887866198
systematic,6,2,2,2,1,20,10,17011.489577770233,2.1231156606176143,0.2123115660617614
systematic,6,8,4,2,2,20,10,36233.77384901047,1.8736613603210797,0.1873661360321079
cancer,1,4,2,4,1,50,10,2951.9944314956665,16.727425110606326,1.6727425110606329
detailed,2,8,8,2,2,10,10,59380.30909323692,3.613652247896842,0.3613652247896842
detailed,5,4,8,4,2,10,10,27552.706789016724,3.780371244904307,0.3780371244904307
systematic,1,2,2,4,2,10,10,15114.932874441149,2.098359942946125,0.2098359942946125
systematic,5,8,8,2,2,20,10,43055.81254673004,1.5762215862192963,0.1576221586219296
detailed,4,2,4,8,1,10,10,10522.950244665146,3.6591565253375977,0.3659156525337598
systematic,4,4,2,2,2,20,10,31019.30208969116,1.647047824388928,0.1647047824388928
detailed,4,4,8,2,1,50,10,28095.60796308517,4.10107549986672,0.410107549986672
detailed,1,4,2,2,2,20,10,29420.52307987213,3.14901500589618,0.3149015005896179
systematic,2,2,2,4,1,20,10,14928.884385347366,1.9580286128300832,0.1958028612830083
systematic,1,4,8,8,1,20,10,24010.845279455185,2.2739880994979886,0.2273988099497988
detailed,2,4,2,4,1,10,10,23367.25590872765,3.122773181659105,0.3122773181659105
cancer,2,2,2,4,2,50,10,2452.5562438964844,15.47457243705571,1.547457243705571
systematic,4,4,2,2,2,10,10,24039.10983324051,1.7329824549112025,0.1732982454911202
detailed,1,4,8,4,2,50,10,35111.86341166496,4.109288245831191,0.4109288245831191
detailed,4,4,4,4,2,10,10,21150.805127620697,3.6030192610536647,0.3603019261053665
systematic,4,2,4,8,2,20,10,15464.496000051498,2.768594227462194,0.2768594227462194
systematic,5,8,4,2,2,10,10,33104.43552017212,1.4233817221071905,0.142338172210719
detailed,1,2,8,8,1,50,10,15491.891821861269,4.491234073237851,0.4491234073237851
detailed,1,8,8,2,2,50,10,61196.85348176956,3.414358557314613,0.3414358557314613
systematic,4,8,2,8,2,10,10,29745.71657705307,1.3015206196676954,0.1301520619667695
systematic,3,8,2,2,1,10,10,31995.603417873383,1.9694915998889888,0.1969491599888989
systematic,6,8,2,8,1,10,10,30646.498431921005,1.354550891104357,0.1354550891104356
detailed,6,2,4,2,2,50,10,23047.44568157196,3.5625036874311355,0.3562503687431135
cancer,2,2,8,4,1,20,10,4478.163684844971,12.23449519019721,1.223449519019721
detailed,4,2,8,4,2,20,10,20410.556381464005,4.081516179496568,0.4081516179496568
systematic,3,2,8,4,2,10,10,22530.81518983841,2.319501711415272,0.2319501711415272
detailed,4,8,8,2,2,50,10,58016.12699961662,3.3016823445396675,0.3301682344539667
cancer,2,8,2,4,2,10,10,6316.790142297745,12.640253171065472,1.2640253171065472
systematic,5,8,8,2,1,50,10,47158.048006773,2.031079915018664,0.2031079915018663
systematic,4,8,4,8,2,50,10,34715.24720573425,1.9741687460756068,0.1974168746075607
detailed,5,4,4,2,1,50,10,27667.05616545677,3.411814819568613,0.3411814819568614
detailed,1,2,2,8,2,50,10,17395.12697315216,3.016836326474058,0.3016836326474058
systematic,2,2,4,4,1,50,10,13792.261777162552,2.907781472402884,0.2907781472402884
cancer,2,8,8,2,1,50,10,9705.887411355972,13.129986308730787,1.312998630873079
detailed,2,2,4,4,1,20,10,15253.120384454727,3.077323439441651,0.3077323439441651
systematic,1,8,4,2,2,20,10,39892.69085359573,1.5313479475623193,0.1531347947562319
detailed,1,4,2,2,2,50,10,35660.32218694687,2.6208111214647047,0.2620811121464704
systematic,2,2,2,4,2,10,10,19257.778543949127,1.937245977668652,0.1937245977668652
systematic,1,2,2,2,2,20,10,19596.196710586548,2.028683619123699,0.2028683619123699
cancer,1,2,2,4,2,50,10,2171.9398851394653,16.981304509684275,1.6981304509684274
detailed,6,2,8,2,1,20,10,17801.409197568893,3.397984615899848,0.3397984615899848
systematic,1,2,4,2,2,50,10,10447.156381845474,2.144200157993236,0.2144200157993236
systematic,6,8,4,4,1,20,10,35585.147812604904,1.4533687810689273,0.1453368781068927
detailed,5,8,4,2,2,10,10,41038.526482105255,2.613937839302036,0.2613937839302035
detailed,1,4,2,2,1,50,10,31052.705540657043,3.3184323173951635,0.3318432317395163
detailed,5,8,8,2,1,50,10,71400.80585813522,3.0110943414007263,0.3011094341400726
systematic,2,4,4,8,1,20,10,19308.70763897896,2.2398813903622,0.22398813903622
systematic,3,2,2,4,2,10,10,18773.370967388157,2.0808013982220817,0.2080801398222081
systematic,6,2,8,8,1,20,10,13398.826597213743,2.5272819962956787,0.2527281996295679
systematic,5,2,2,8,1,50,10,16964.64210486412,2.4233320295630434,0.2423332029563043
cancer,1,2,4,4,1,50,10,2838.3584203720093,16.338194545286285,1.6338194545286284
systematic,4,2,2,4,2,10,10,14913.168384552002,2.0764413332281677,0.2076441333228167
detailed,6,2,4,4,1,20,10,15078.316314697266,3.502072136600641,0.3502072136600641
detailed,3,2,8,2,2,50,10,21355.590940475464,4.472027003091746,0.4472027003091746
detailed,2,8,2,2,2,10,10,43343.07987809181,2.652686989090501,0.2652686989090501
systematic,3,4,8,2,1,10,10,20128.77474999428,2.080361013513472,0.2080361013513471
systematic,1,4,2,8,1,10,10,18587.6985976696,2.1542260055914166,0.2154226005591416
systematic,3,8,8,2,1,20,10,38200.143686532974,2.2957737371239344,0.2295773737123934
systematic,3,2,4,2,2,20,10,15325.854937791824,2.21016092947479,0.221016092947479
detailed,1,4,4,4,2,10,10,20913.417004585262,3.2574093070096617,0.3257409307009661
detailed,6,4,4,4,1,20,10,24402.019147634503,3.56790087223844,0.356790087223844
systematic,6,2,2,8,2,10,10,13596.914862155914,2.124432976433878,0.2124432976433878
detailed,2,4,2,2,2,20,10,25914.60130381584,2.8363464290496663,0.2836346429049666
detailed,5,4,4,4,2,20,10,28667.32374978065,3.6062987325598295,0.3606298732559829
systematic,3,8,4,8,1,20,10,32565.32603263855,1.4693162916305522,0.1469316291630552
detailed,4,2,8,4,2,10,10,17166.518798828125,3.694495584313266,0.3694495584313266
systematic,2,2,2,8,2,50,10,16872.834043741226,2.237247578808478,0.2237247578808478
systematic,2,8,2,8,1,10,10,30937.160129785538,1.3354734329845253,0.1335473432984525
systematic,4,4,4,4,2,10,10,18917.849931001663,2.157827731976508,0.2157827731976507
systematic,3,2,2,4,1,20,10,12280.056130170822,2.405460101687777,0.2405460101687777
systematic,4,2,2,2,1,20,10,16313.918481826782,2.007943272607525,0.2007943272607525
cancer,2,8,8,2,2,20,10,10407.212828159332,13.041719014204046,1.3041719014204047
detailed,5,2,2,2,1,20,10,19808.637173891068,3.182585158486159,0.3182585158486158
systematic,5,8,2,4,2,10,10,27357.463450193405,1.1021842435062712,0.1102184243506271
systematic,4,8,2,8,1,20,10,25772.261706352238,1.1785539694470235,0.1178553969447023
systematic,1,8,2,8,2,10,10,26428.574241399765,1.3592151554028171,0.1359215155402817
systematic,5,2,8,2,1,50,10,21321.427827119827,2.132806327237517,0.2132806327237517
detailed,1,2,2,2,1,20,10,24129.922476768494,3.0589974363244306,0.305899743632443
cancer,2,2,4,2,2,50,10,3312.8557584285736,12.626379092443967,1.262637909244397
detailed,2,8,8,2,2,20,10,51105.15989136696,3.571605337701848,0.3571605337701848
systematic,6,8,8,4,2,50,10,59846.147813797,1.95279487824007,0.195279487824007
systematic,2,4,8,8,2,10,10,25984.69392418861,2.679573692130264,0.2679573692130264
systematic,4,4,8,2,1,50,10,24825.76402425766,2.260646219517157,0.2260646219517156
systematic,2,4,4,8,1,50,10,20203.89835000038,2.6978520918225177,0.2697852091822518
detailed,5,4,8,2,1,50,10,26796.56766295433,4.068413896877796,0.4068413896877795
systematic,6,4,4,4,1,50,10,22254.55040597916,2.549576631681425,0.2549576631681424
systematic,2,2,2,8,1,10,10,16019.24112534523,1.876472970187092,0.1876472970187092
detailed,6,2,8,4,1,10,10,15525.577533721924,3.488685414273635,0.3488685414273635
detailed,5,4,4,2,1,20,10,26367.063280820847,3.1379939948912834,0.3137993994891283
detailed,1,4,8,4,1,50,10,36273.49791908264,4.062233372673995,0.4062233372673994
systematic,1,4,4,8,2,50,10,17687.557138442993,2.413270665624679,0.2413270665624679
cancer,2,8,8,4,2,10,10,11358.118228435516,14.990699470097995,1.4990699470097997
systematic,3,2,8,4,2,20,10,16070.639194011688,2.5287504168286183,0.2528750416828618
systematic,3,2,8,4,2,50,10,16506.10897755623,3.4857252737215125,0.3485725273721513
systematic,1,4,2,8,2,10,10,11061.2988820076,1.4872869916868827,0.1487286991686882
systematic,3,4,8,4,2,20,10,22037.51771426201,2.689815308246805,0.2689815308246804
systematic,2,2,8,2,2,20,10,20965.28381347656,2.0051711723780663,0.2005171172378066
systematic,6,4,2,8,2,50,10,19701.59680747986,1.9685983064107155,0.1968598306410715
detailed,4,2,8,2,2,20,10,23556.38929748535,3.8494331622172,0.38494331622172
systematic,6,8,4,2,1,10,10,38269.2234685421,1.4477119984935136,0.1447711998493513
detailed,3,8,2,2,2,50,10,36852.773634672165,2.862256848781782,0.2862256848781782
detailed,1,4,8,2,1,20,10,25343.010143518448,3.5525041312160046,0.3552504131216004
cancer,1,8,4,2,1,20,10,6647.365436553955,17.441167237258394,1.7441167237258397
cancer,1,4,4,8,2,20,10,4260.947540521622,16.73669480525369,1.6736694805253691
systematic,3,2,8,8,1,20,10,15224.135208129885,2.675778313730917,0.2675778313730916
systematic,6,8,2,2,1,50,10,48582.94407963753,1.2492308906142509,0.124923089061425
cancer,1,4,4,8,2,10,10,5065.070871353149,16.58769972946245,1.658769972946245
detailed,3,2,8,8,1,50,10,16945.72899532318,4.8846279040278775,0.4884627904027877
systematic,1,4,8,2,2,10,10,23217.63775587082,1.9282217423510943,0.1928221742351094
detailed,1,2,8,4,1,50,10,19071.219631910324,4.115849544044839,0.4115849544044839
systematic,6,8,8,2,1,50,10,47250.97949266434,1.8001536752135066,0.1800153675213506
detailed,3,4,4,2,1,50,10,31424.004932165142,3.50856609058092,0.350856609058092
systematic,2,4,8,4,2,50,10,21425.12064266205,3.3255179509859465,0.3325517950985946
systematic,1,2,8,2,1,20,10,19823.018275260925,1.9023035344875767,0.1902303534487577
detailed,3,2,2,4,2,20,10,16593.838406801224,3.437351971674838,0.3437351971674838
detailed,3,8,4,4,2,10,10,37907.50486397743,3.2035937456216805,0.320359374562168
systematic,3,2,2,8,2,50,10,13870.489954471588,2.0700188421368595,0.2070018842136859
systematic,2,2,8,8,1,10,10,12932.172444820404,2.8560024006877898,0.285600240068779
detailed,3,2,8,2,2,20,10,22876.73362326622,3.810660796223755,0.3810660796223755
systematic,4,2,8,4,2,10,10,14725.877676010132,2.155822258046447,0.2155822258046447
cancer,1,2,2,2,1,10,10,2013.1520240306852,17.38154494115544,1.738154494115544
systematic,4,4,2,2,1,50,10,23819.40788125992,2.398561542774108,0.2398561542774107
detailed,5,8,8,2,2,50,10,65018.99238824844,3.085891046066637,0.3085891046066636
detailed,6,2,4,4,1,10,10,20221.19738268852,3.3818282469831407,0.338182824698314
cancer,2,2,4,2,1,50,10,3722.7020049095154,13.57659546876085,1.357659546876085
detailed,6,4,4,2,1,50,10,23733.37465119362,3.450411327844311,0.3450411327844311
systematic,2,4,2,2,2,20,10,23746.98255109787,1.6101092618172237,0.1610109261817223
systematic,6,2,4,2,1,10,10,19079.87137246132,1.5395394220995473,0.1539539422099547
detailed,4,2,4,8,2,10,10,14793.603469848633,3.715543796348904,0.3715543796348904
systematic,5,8,4,4,1,20,10,31155.84950017929,1.7367346433681228,0.1736734643368122
cancer,1,8,8,2,1,20,10,9974.09427022934,17.912585982003876,1.7912585982003877
detailed,4,4,2,2,2,50,10,21707.632766723636,3.081187490244905,0.3081187490244904
detailed,6,2,8,8,1,50,10,16695.344009637833,4.717452932774823,0.4717452932774822
systematic,1,8,4,8,1,50,10,33640.30175065994,1.2495066713786669,0.1249506671378666
systematic,3,8,4,8,2,50,10,34258.84743976593,1.507314944614603,0.1507314944614603
systematic,5,8,4,2,2,50,10,56335.03288030624,1.5704031565280627,0.1570403156528062
systematic,2,2,2,8,2,20,10,14949.21898174286,2.338201936223838,0.2338201936223838
detailed,1,2,8,2,2,50,10,22260.87024331093,4.057243708995026,0.4057243708995026
cancer,2,4,2,8,1,50,10,3526.644467830658,13.88549642978974,1.388549642978974
cancer,2,2,8,2,2,50,10,4647.770271778107,13.352521767558557,1.3352521767558554
cancer,2,4,2,4,1,20,10,4463.606975793839,13.751314371646256,1.3751314371646255
systematic,5,8,2,8,1,10,10,25767.949431180958,0.9371003540069122,0.0937100354006912
cancer,1,2,2,2,1,50,10,2110.264224767685,17.407230622248505,1.7407230622248506
systematic,1,4,8,4,2,10,10,22663.585173130035,1.8462860282701257,0.1846286028270125
systematic,5,8,8,4,1,20,10,39515.7917611599,2.1306255170248245,0.2130625517024824
cancer,1,2,8,8,1,20,10,3519.7377529144287,17.58336889862332,1.758336889862332
cancer,2,4,2,2,2,20,10,4002.7823457717896,13.455370070078017,1.3455370070078014
systematic,2,4,8,4,2,10,10,22109.84749937057,2.47594194721501,0.247594194721501
systematic,4,4,4,4,2,20,10,19949.49261832237,2.205422403035697,0.2205422403035696
systematic,3,4,2,4,2,50,10,21288.14904880524,2.375324738175085,0.2375324738175085
systematic,2,2,2,2,2,10,10,15622.566901683807,1.641442483216214,0.1641442483216214
systematic,4,4,2,2,2,50,10,24433.291139125824,1.6928820509393083,0.1692882050939308
detailed,2,4,4,4,1,50,10,25188.949260234836,3.3963735147401746,0.3396373514740174
cancer,1,8,4,4,2,50,10,8444.336924314499,15.095659027444883,1.5095659027444883
detailed,5,2,8,8,1,10,10,14952.218625068665,4.008422766575859,0.4008422766575859
detailed,3,4,4,4,1,10,10,24162.06752228737,3.421002127426629,0.3421002127426629
systematic,6,8,4,2,2,50,10,50515.98805236816,1.7626858475294052,0.1762685847529405
cancer,1,2,2,4,2,10,10,2628.3364384174347,16.184903734444283,1.6184903734444285
